,corporate_brand,material_type,level,date,snapshot_date,Brand_ΔFIP_%,Brand_Abs_Impact,Brand_MT_Abs_Impact,Net_vs_Abs_Ratio,Signal_SKU_%,Impact_from_Signal_%,Top_5_SKU_%,Plant_Concentration_%,Qty_Impact_%,Cost_Impact_%,Weighted_Dominance,Driver_Conflict_%,Avg_Persistence,Structural_Shift_Index,ProductType_Impact_%,Actionability_Index,Ownership_Clarity_Index,Explainability_Score
11,REVLIMID,,BRAND,202612,2025-09-19,-0.021570105275412775,4321127.031427864,,0.12565717772902232,0.8411764705882353,3.80043042301524,2.956258210503494,1.5208522574331205,1.0,-0.0,1.0,0.2083916083916084,0.5035294117647059,0.009790209790209791,,11.23505364148607,1.0,1.5357581861621818
12,REVLIMID,,BRAND,202612,2025-09-26,0.0036148565058400596,1539986.9600224697,,0.057820298193872896,0.9244604316546763,10.072993802728488,7.537708633163651,4.517247777880058,1.0,0.0,1.0,0.13878080415045396,0.26019184652278177,0.005188067444876783,,75.92729234863047,1.0,3.3935406874780907
13,REVLIMID,,BRAND,202612,2025-10-03,0.016437053623333215,4979648.900995144,,0.08151011583480641,0.9005917159763314,7.38569659788442,3.8281702312602226,2.6716011923346716,1.0,0.0,1.0,0.4191852825229961,0.5668639053254438,0.006570302233902759,,28.273703853141036,1.0,1.9104002424054698
14,REVLIMID,,BRAND,202612,2025-10-10,0.0,0.0,,,0.9143192488262911,,,,,,,0.0,0.0,0.0,,,,
15,REVLIMID,,BRAND,202612,2025-10-17,0.04532158095662839,7081134.194301342,,0.15918787956242378,0.8814553990610329,4.37308116657105,1.6611040597200553,1.0515161095066974,1.0,0.0,1.0,0.5166444740346205,0.5786384976525821,0.0,,7.264142879276487,1.0,1.036311733434188
16,REVLIMID,,BRAND,202612,2025-10-24,0.08286255207860506,6096456.039422573,,0.3413851475712499,0.8174418604651162,1.5430290225126886,1.038653947497168,0.8037275302591964,1.0,0.0,1.0,0.2802275960170697,0.6232558139534884,0.017069701280227598,,1.6026731853355007,1.0,0.7632135169833634
17,REVLIMID,,BRAND,202612,2025-10-31,-0.041307641993255546,4353692.697763719,,0.25843689403495546,0.8823529411764706,2.465342688780855,1.1085869049574955,1.0421409363359702,1.0,-0.0,1.0,0.2222222222222222,0.42214532871972316,0.01045751633986928,,2.7330466210151583,1.0,0.8104474494109105
18,REVLIMID,,BRAND,202612,2025-11-07,-0.00838961866101084,4097475.2114188266,,0.05379624003812704,0.8729792147806005,8.677896885080491,6.251124804586559,7.68509794602504,1.0,-0.0,1.0,0.3968253968253968,0.5866050808314087,0.01455026455026455,,54.246616469971094,1.0,2.8691951104412445
19,REVLIMID,,BRAND,202612,2025-11-14,1.5489152701602826,42792505.50441651,,0.9421679152203376,0.877906976744186,0.131099622295655,0.9420548646352473,0.9204800592054253,1.0,0.0,1.0,0.22649006622516557,0.36511627906976746,0.006622516556291391,,0.12350303693546533,1.0,0.7401552791874322
20,REVLIMID,,BRAND,202612,2025-11-19,0.2222085044049641,11713525.472279567,,0.488859137333225,0.7846332945285215,1.050284924399919,0.4187890032334204,0.3942399481642275,1.0,0.0,1.0,0.5563798219584569,0.9057043073341094,0.017804154302670624,,0.43984777660053037,1.0,0.5115590626825804
21,REVLIMID,,BRAND,202612,2025-11-21,0.43480625126957695,30918537.092116725,,0.9328079857811844,0.8114086146682189,0.0680434736037176,0.9598635618877136,0.9793917647410489,1.0,0.0,1.0,0.22094691535150646,0.5611175785797439,0.01721664275466284,,0.06531245093647699,1.0,0.7272127899083645
22,REVLIMID,,BRAND,202612,2025-11-28,-0.01572556881969483,3385829.6454314487,,0.44195174937885723,0.9358226371061844,1.1721274336404524,1.3046853902298985,1.0509268838445702,1.0,-0.0,1.0,0.1970074812967581,0.338389731621937,0.006234413965087282,,1.529257538158363,1.0,0.9074828686551645
23,REVLIMID,,BRAND,202612,2025-12-05,-0.6934538924152424,69484121.10718375,,0.9340663081565772,0.8726415094339622,0.055022603285031745,0.9886897683033442,0.9736506181487121,1.0,-0.0,1.0,0.4743243243243243,0.6945754716981132,0.002702702702702703,,0.05440028489332486,1.0,0.7676850268181931
24,REVLIMID,,BRAND,202612,2025-12-12,23.60902939570509,681437126.8001841,,0.994011937742429,0.8529411764705882,0.005126667033319833,1.000257478827917,0.9995908358517047,1.0,0.0,1.0,0.16,0.3035294117647059,0.002758620689655172,,0.005127987041538693,1.0,0.7513971091782257
25,REVLIMID,,BRAND,202612,2025-12-17,21.212027482722505,683140861.9988855,,0.9873907598611588,0.8431603773584906,0.007085668801679665,1.0029623026820318,1.00345350865109,1.0,0.0,1.0,0.5412587412587413,0.8113207547169812,0.006993006993006993,,0.00710665869737487,1.0,0.7654930971734416
26,REVLIMID,,BRAND,202612,2025-12-19,0.001027181454907472,1393420.6882759947,,0.5205424120035228,0.8358913813459268,0.5994671310086971,0.6512793789741566,0.8591888551565008,1.0,0.0,1.0,0.1370056497175141,0.3955135773317591,0.01694915254237288,,0.3904205807987636,1.0,0.608052090039092
27,REVLIMID,,BRAND,202612,2025-12-26,-0.0021662451590794634,2608201.500120199,,0.5864994903781849,0.9509569377990431,1.6228148305690557,0.872403839629692,0.5367127739471665,1.0,-0.0,1.0,0.13584905660377358,0.20454545454545456,0.007547169811320755,,1.4157498891964524,1.0,0.7361624927896759
28,REVLIMID,,BRAND,202612,2026-01-02,1.1615203078349874,826057663.2161608,,0.9907767538026677,0.9344457687723481,1.007739409781418,0.9912531394549298,0.9918875933997116,-0.0015470537697140202,1.0023743544057793,-0.9913121124479776,0.6237244897959183,0.5423122765196663,0.00510204081632653,,0.9989248536982887,1.0039214081754932,0.7883566391749001
29,REVLIMID,,BRAND,202612,2026-01-09,-0.979291206379121,1493309215.6686893,,0.9991053099602373,0.867699642431466,0.0019745095053019333,0.9965494657641998,0.995474950236913,1.0,-0.0,1.0,0.15934065934065933,0.2896305125148987,0.0027472527472527475,,0.001967696392654976,1.0,0.7553539936954297
30,REVLIMID,,BRAND,202612,2026-01-16,0.29739550893303685,12344771.439231785,,0.7530964498958257,0.8669064748201439,0.6129788308715055,0.6461409647559219,0.4973343125598962,1.0,0.0,1.0,0.24066390041493776,0.3752997601918465,0.0,,0.3960707331542716,1.0,0.6177289678368212
31,REVLIMID,,BRAND,202612,2026-01-23,-0.9406666715079314,697437772.4989961,,0.9514559727783413,0.7851140456182473,0.026607636718856142,1.024534186785566,1.026340727409028,1.0178753667690392,-1.2358705023132233,-0.09023503868685251,0.5672782874617737,0.9423769507803121,0.00764525993883792,,0.02726043344803904,2.2537458690822625,0.7552718579875357
32,REVLIMID,,BRAND,202612,2026-01-30,3.711152786298648e-05,12141459.525477478,,0.00012396662164831864,0.776173285198556,1950.6351217365711,2671.4578087237583,2924.2328039740537,1.0,0.0,1.0,0.2496124031007752,0.6498194945848376,0.0,,5211039.427933982,1.0,1068.9152534534023
33,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-07-18,,,0.0,,1.0,,,,,,,0.0,0.0,0.0,,,,
34,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-07-25,-0.0637463244082192,,3252575.309695659,0.0637463244082192,1.0,15.687178975154588,9.408539531185273,6.96645898706953,1.0,-0.0,1.0,0.1661392405063291,0.1661392405063291,0.0,0.07362391354803421,147.59344352052042,1.0,4.168953787157654
35,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-08-01,-0.03536482493932652,,2397680.31681535,0.03536482493932652,1.0,28.276684578974862,14.622228302181874,8.08288375416198,1.0,-0.0,1.0,0.2120253164556962,0.254746835443038,0.0,0.3627012521064698,413.46813754255595,1.0,6.257382882054185
36,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-08-08,-0.22450886932634742,,6072404.584715154,0.22450886932634742,1.0,4.454167013537421,0.9946434274394453,1.0474934853064315,1.0,-0.0,1.0,0.5746388443017657,0.6452648475120385,0.0,0.9859981782348194,4.430307944732578,1.0,0.8193661992261794
37,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-08-15,0.38499495058889893,,6772366.506948324,0.38499495058889893,1.0,2.59743666370266,0.8471017896548222,0.520587677116509,1.0,0.0,1.0,0.2674050632911392,0.3401898734177215,0.0,0.2552334699795519,2.2002932463375737,1.0,0.7501803783091863
38,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-08-22,-0.12552418500147472,,3565456.476535767,0.12552418500147472,1.0,7.966592254618117,5.076757109635125,3.8915946029660313,1.0,-0.0,1.0,0.17138364779874213,0.22169811320754718,0.0,-0.5494157289521865,40.444453868196646,1.0,2.438092780960968
39,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-08-26,,,0.0,,1.0,,,,,,,0.0,0.0,0.0,,,,
40,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-08-29,0.10909966792903968,,3524583.646888499,0.10909966792903968,0.9652448657187994,6.112302231852642,4.340916867680519,2.5719961244531704,1.0,0.0,1.0,0.1751227495908347,0.2037914691943128,0.0,1.2356162078969974,26.532995858610416,1.0,2.1292577423328716
41,REVLIMID,FIN,BRAND_MATERIAL_TYPE,202612,2025-09-05,-0.48098145842058654,,5088323.126885472,0.48098145842058654,0.884493670886076,1.1062928085090116,0.49169832873289304,0.5023956328804668,1.0,-0.0,1.0,0.41681574239713776,0.5411392405063291,0.014311270125223614,0.27719745691737596,0.5439623250330995,1.0,0.568514774531132
